,unique_id,district,site,chickens,cows,pigs,bikes,goats,sheep,ducks,pesticide,yield_kg_pa,plot_acres,can_kg,dap_kg,urea_kg,weed,seed_kg,hybrid,seed_kg_pa,seed_kg_ph,yield_kg_ph,country,year,season,crop,can_kg_pa,can_kg_ph,dap_kg_pa,dap_kg_ph,urea_kg_pa,urea_kg_ph,hh_num,basal_method,lime_kg,field_latitude,field_longitude,chicks,oxen,seed_type,plot_hectares,FAW,termites,striga,electricity,rabbits,flood,comp_source_manure,stemborer,mlnd,cutworms,msv,gls,distance_min,slope_angle_num,slope,seed_depth_num,guinea_fowl,hh_num_under18,distance_meter,fertility,drought,compost,comp_method,comp_quality,prev_season_lime_kg,hybridseed_kg_pa,aphids,localseed_kg_pa,lime_kg_pa,lime_kg_ph,localseed_kg_ph,hybridseed_kg_ph,comp_kg_pa,comp_wb_pa,prev_season_yield,hh_num_under5,npk_kg,lime_method,prev_season_npk_kg,prev_season_dap_kg,prev_season_can_kg,prev_season_urea_kg,chicken_binary,goats_binary,cows_binary,radio_binary,bikes_binary,npk_kg_pa,pest_disease,comp_source,localseed_kg,npk_kg_ph,dap_method,urea_method,heavy_rain,comp_kg_ph,npk_method,hail,plants_sqm_spacing,planting_method,anthracnose,blight,row_spacing,plant_spacing,slope_angle_des,seed_depth_est,harvest_date,plant_date,hybridseed_kg,stalk_rot,kelnel_rot,sitename,site_longitude,site_latitude
30552,9e2ef3b2,Rutsiro,Tangabo,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2751.8647,0.17298986017704,,,,2.0,,0.0,,,6799.9956,Rwanda,2016,b season,potato,,,,,,,,,,-1.93537155819044,29.4294257432198,,,,0.0700066238641739,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,40.0,40.0,,,2016-07-22,2016-04-20,,,,,29.42269136,-1.957465561
30585,eaecf0fd,Rutsiro,Haniro,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1092.6522,0.0741385072469711,,,,1.0,,0.0,,,2699.9983,Rwanda,2016,b season,potato,,,,,,,,,,-1.94647583728981,29.4350573936811,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,2697.6533,,,,,,,,,,,,,,,,1.0,,,,,,,6666.0361,,,,,,,40.0,30.0,,,2016-07-21,2016-04-11,,,,,29.44384391,-1.959739983
30601,434c2cef,Rutsiro,Remera RusB,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1537.8068,0.0494256727397442,,,,1.0,,0.0,,,3799.9973,Rwanda,2016,b season,potato,,,,,,,,,,-1.89457605321325,29.4603859391473,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,1011.62,,,,,,,,,,,,,,,,0.0,,,,,,1.0,2499.7637,,,,,,,,,,,2016-06-13,2016-03-13,,,,,29.46117736,-1.900009768
30624,3bc28afd,Rutsiro,Haniro,13.0,3.0,0.0,0.0,0.0,2.0,,1.0,1740.1498,0.0864949300885201,,,,1.0,,0.0,,,4299.9971,Rwanda,2016,b season,potato,,,,,,,,,,-1.94679678146867,29.4346413336212,,,,0.0350033119320869,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4624.5483,,,,,,,,,,,,,,,,1.0,,,,,,,11427.49,,,,,,,40.0,40.0,,,2016-06-24,2016-02-29,,,,,29.44384391,-1.959739983
30633,643c02e2,Rutsiro,Haniro,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,890.3092,0.0864949300885201,,,,1.0,,0.0,,,2199.9985,Rwanda,2016,b season,potato,,,,,,,,,,-1.94332394317261,29.4348926624814,,,,0.0350033119320869,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3468.4114,,,,,,,,,,,,,,,,1.0,,,,,,,8570.6182,,,,,,,40.0,40.0,,,2016-06-29,2016-05-20,,,,,29.44384391,-1.959739983
30655,15cd762d,Gatsibo,butiruka,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,1497.3383,0.0741385072469711,,,,1.0,,1.0,,,3699.9978,Rwanda,2016,b season,potato,,,,,,,,,,-1.69404958384548,30.3046504021997,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2016-06-18,2016-03-12,,,,,30.30105916,-1.70024475
30656,78ee763a,Rutsiro,Mbeli,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1294.9952,0.370692551136017,,,,,,0.0,,,3199.998,Rwanda,2016,b season,potato,,,,,,,,,,-1.9387404795407,29.4991182798531,,,,0.150014191865921,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,2697.6533,,,,,,,,,,,,,,,,1.0,,,,,,,6666.0361,,,,,,,60.0,40.0,,,2016-07-14,2016-03-05,,,,,29.487128,-1.939910568
30700,0b91b779,Rutsiro,Muyira A,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,3561.2368,0.0494256727397442,,,,1.0,,0.0,,,8799.9941,Rwanda,2016,b season,potato,,,,,,,,,,-1.8946324715222,29.4605310849601,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,3034.8601,,,,,,,,,,,,,,,,0.0,,,,,,1.0,7499.291,,,,,,,,,,,2016-06-22,2016-02-22,,,,,29.43955818,-1.914985933
30713,0b937e2c,Rutsiro,Remera rus B,1.0,1.0,0.0,0.0,0.0,2.0,,1.0,5018.1064,0.17298986017704,,,,1.0,,0.0,,,12399.992,Rwanda,2016,b season,potato,,,,,,,,,,-1.89126675905978,29.4620740126523,,,,0.0700066238641739,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,5780.686,,,,,,,,,,,,,,,,1.0,,,,,,,14284.364,,,,,,,50.0,50.0,,,2016-07-11,2016-04-08,,,,,29.46117736,-1.900009768
30780,9ef544bd,Rutsiro,muyira b,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,3399.3623,0.247128367424011,,,,1.0,,0.0,,,8399.9941,Rwanda,2016,b season,potato,,,,,,,,,,-1.92574669883804,29.4334198533053,,,,0.100009456276894,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4046.48,,,,,,,,,,,,,,,,0.0,,,,,,,9999.0547,,,,,,,,,,,2016-07-25,2016-07-25,,,,,29.43955818,-1.914985933
30781,f5c71508,Rutsiro,Tangabo,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,1173.5894,0.0988513454794884,,,,1.0,,0.0,,,2899.998,Rwanda,2016,b season,potato,,,,,,,,,,-1.93924524227962,29.4189080115558,,,,0.0400037802755833,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.48,,,,,,,,,,,,,,,,0.0,,,,,,,9999.0547,,,,,,,50.0,50.0,,,2016-07-22,2016-04-30,,,,,29.42269136,-1.957465561
30851,7d4bb3ed,Rutsiro,Mbeli,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,2913.7393,0.0494256727397442,,,,2.0,,0.0,,,7199.9956,Rwanda,2016,b season,potato,,,,,,,,,,-1.94081271989776,29.494668640636,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4046.48,,,,,,,,,,,,,,,,0.0,,,,,,,9999.0547,,,,,,,60.0,40.0,,,2016-07-14,2016-04-03,,,,,29.487128,-1.939910568
30903,b3aa3296,Rutsiro,Muyira B,3.0,2.0,1.0,0.0,0.0,4.0,,1.0,2913.7393,0.123564183712006,,,,1.0,,0.0,,,7199.9956,Rwanda,2016,b season,potato,,,,,,,,,,-1.92868502580736,29.4374674166532,,,,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,3884.6208,,,,,,,,,,,,,,,,1.0,,,,,,,9599.0928,,,,,,,,,,,2016-03-06,2016-03-18,,,,,29.43955818,-1.914985933
30904,5f8a2d6f,Rutsiro,Tangabo,4.0,2.0,0.0,0.0,0.0,2.0,,1.0,768.90338,0.123564183712006,,,,1.0,,0.0,,,1899.9987,Rwanda,2016,b season,potato,,,,,,,,,,-1.93580282314691,29.427101085205,,,,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3237.1841,,,,,,,,,,,,,,,,0.0,,,,,,,7999.2437,,,,,,,30.0,30.0,,,2016-07-22,2016-04-25,,,,,29.42269136,-1.957465561
30914,510d39f7,Rutsiro,Muyira b,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3075.6135,0.123564183712006,,,,1.0,,0.0,,,7599.9946,Rwanda,2016,b season,potato,,,,,,,,,,-1.92576474758773,29.4333956487594,,,,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,32371.84,,,,,,,,,,,,,,,,0.0,,,,,,,79992.438,,,,,,,,,,,2016-07-25,2016-07-25,,,,,29.43955818,-1.914985933
30933,c8e1a834,Rutsiro,Muyira B,0.0,2.0,0.0,0.0,0.0,2.0,,1.0,2104.3672,0.0370692536234856,,,,1.0,,0.0,,,5199.9966,Rwanda,2016,b season,potato,,,,,,,,,,-1.93602934155323,29.435372792925,,,,0.015001418069005,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4316.2451,,,,,,,,,,,,,,,,1.0,,,,,,,10665.657,,,,,,,,,,,2016-07-07,2016-04-04,,,,,29.43955818,-1.914985933
30940,e6e22dea,Rutsiro,Remera rusB,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1537.8068,0.0247128363698721,,,,1.0,,0.0,,,3799.9973,Rwanda,2016,b season,potato,,,,,,,,,,-1.91610061512672,29.4746114159494,,,,0.0100009450688958,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4855.7759,,,,,,,,,,,,,,,,0.0,,,,,,1.0,11998.865,,,,,,,,,,,2016-06-16,2016-02-13,,,,,29.46117736,-1.900009768
30962,5f11202a,Rutsiro,Mbeli,3.0,2.0,0.0,0.0,0.0,2.0,,1.0,2428.116,0.148277014493942,,,,1.0,,0.0,,,5999.9961,Rwanda,2016,b season,potato,,,,,,,,,,-1.94414958391663,29.4828319285299,,,,0.0600056722760201,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,3372.0667,,,,,,,,,,,,,,,,0.0,,,,,,,8332.5449,,,,,,,,,,,2016-06-23,2016-03-07,,,,,29.487128,-1.939910568
30976,c23edab0,Rutsiro,Kabona,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,3480.2996,0.0494256727397442,,,,1.0,,0.0,,,8599.9941,Rwanda,2016,b season,potato,,,,,,,,,,-1.89456400283536,29.4604224351115,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.48,,,,,,,,,,,,,,,,0.0,,,,,,1.0,9999.0547,,,,,,,,,,,2016-06-27,2016-03-27,,,,,29.46489295,-1.94426252
31034,87f1673b,Rutsiro,Haniro,1.0,3.0,2.0,0.0,0.0,3.0,,1.0,5665.604,0.197702690958977,,,,1.0,,0.0,,,13999.991,Rwanda,2016,b season,potato,,,,,,,,,,-1.96413306635921,29.4426154920916,,,,0.0800075605511665,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3034.8601,,,,,,,,,,,,,,,,1.0,,,,,,,7499.291,,,,,,,50.0,40.0,,,2016-06-30,2016-03-25,,,,,29.44384391,-1.959739983
31100,8dc34710,Rutsiro,Mbeli,4.0,3.0,1.0,0.0,0.0,2.0,,1.0,2347.1787,0.123564183712006,,,,1.0,,0.0,,,5799.9961,Rwanda,2016,b season,potato,,,,,,,,,,-1.94051512886283,29.4881598975558,,,,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,2427.8879,,,,,,,,,,,,,,,,1.0,,,,,,,5999.4326,,,,,,,,,,,2016-07-14,2016-03-15,,,,,29.487128,-1.939910568
31138,1d352804,Rutsiro,MuyiraB,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,3965.9229,0.0370692536234856,,,,2.0,,0.0,,,9799.9941,Rwanda,2016,b season,potato,,,,,,,,,,-1.93598168139371,29.4414324621799,,,,0.015001418069005,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,134.88266,,,,,,,,,,,,,,,,1.0,,,,,,,333.30179,,,,,,,40.0,40.0,,,2016-06-09,2016-06-09,,,,,29.43955818,-1.914985933
31142,bd5908b1,Rutsiro,Remera rusB,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2347.1787,0.0494256727397442,,,,1.0,,0.0,,,5799.9961,Rwanda,2016,b season,potato,,,,,,,,,,-1.89463189717955,29.4603613978148,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,2023.24,,,,,,,,,,,,,,,,0.0,,,,,,1.0,4999.5273,,,,,,,,,,,2016-06-27,2016-03-27,,,,,29.46117736,-1.900009768
31149,945545fa,Rutsiro,Remera rusB,0.0,1.0,1.0,0.0,1.0,3.0,,1.0,6322.2803,0.0741385072469711,,,,1.0,,0.0,,,15622.671,Rwanda,2016,b season,potato,,,,,,,,,,-1.89574490742103,29.4614515615251,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4720.8931,,,,,,,,,,,,,,,,1.0,,,,,,,11665.563,,,,,,,45.0,45.0,,,2016-06-13,2016-02-10,,,,,29.46117736,-1.900009768
31154,9ae6ae66,Rutsiro,Haniro,0.0,1.0,0.0,0.0,1.0,2.0,,1.0,2144.8357,0.148277014493942,,,,1.0,,0.0,,,5299.9961,Rwanda,2016,b season,potato,,,,,,,,,,-1.94587566637,29.4438881692787,,,,0.0600056722760201,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4720.8931,,,,,,,,,,,,,,,,1.0,,,,,,,11665.563,,,,,,,60.0,40.0,,,2016-05-23,2016-02-29,,,,,29.44384391,-1.959739983
31169,514ae869,Rutsiro,Haniro,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,3156.5508,0.135920599102974,,,,2.0,,0.0,,,7799.9946,Rwanda,2016,b season,potato,,,,,,,,,,-1.94671734973271,29.4404727836747,,,,0.0550052002072334,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4414.3418,,,,,,,,,,,,,,,,1.0,,,,,,,10908.06,,,,,,,50.0,50.0,,,2016-07-21,2016-04-25,,,,,29.44384391,-1.959739983
31188,3903dbcc,Gatsibo,butiruka,0.0,1.0,6.0,1.0,2.0,0.0,,0.0,404.686,0.296554028987885,,,,0.0,,0.0,,,999.99933,Rwanda,2016,b season,potato,,,,,,,,,,-1.68726169097729,30.2961021387644,,,,0.12001134455204,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,326416.03,,,,,,,,,,,,,,,,0.0,,,,,,,806590.31,,,,,,,,,,,2016-06-18,2016-03-29,,,,,30.30105916,-1.70024475
31206,e9ce725b,Rutsiro,Muyirab,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,1133.1208,0.0494256727397442,,,,1.0,,0.0,,,2799.9983,Rwanda,2016,b season,potato,,,,,,,,,,-1.93527314791121,29.4383157099223,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2016-07-21,2016-03-21,,,,,29.43955818,-1.914985933
31208,30b3baa8,Rutsiro,muyiraB,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2266.2417,0.0642533749341965,,,,1.0,,0.0,,,5599.9966,Rwanda,2016,b season,potato,,,,,,,,,,-1.94265158688023,29.4384010147021,,,,0.0260024592280388,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,933.8031,,,,,,,,,,,,,,,,0.0,,,,,,1.0,2307.4741,,,,,,,60.0,60.0,,,2016-06-15,2016-06-15,,,,,29.43955818,-1.914985933
31210,d89c6681,Rutsiro,Tangabo,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,2063.8987,0.0988513454794884,,,,2.0,,0.0,,,5099.9971,Rwanda,2016,b season,potato,,,,,,,,,,-1.94931268514093,29.4253505408454,,,,0.0400037802755833,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,5058.1001,,,,,,,,,,,,,,,,1.0,,,,,,,12498.818,,,,,,,50.0,50.0,,,2016-05-26,2016-02-29,,,,,29.42269136,-1.957465561
31215,1ceead33,Rutsiro,MuyiraA,2.0,2.0,0.0,0.0,0.0,0.0,,1.0,2347.1787,0.0494256727397442,,,,1.0,,0.0,,,5799.9961,Rwanda,2016,b season,potato,,,,,,,,,,-1.92232426207039,29.4558717237558,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.48,,,,,,,,,,,,,,,,1.0,,,,,,,9999.0547,,,,,,,,,,,2016-07-21,2016-04-16,,,,,29.43955818,-1.914985933
31240,b31cd22b,Rutsiro,Haniro,9.0,10.0,2.0,1.0,2.0,5.0,,1.0,3075.6135,0.111207768321037,,,,1.0,,0.0,,,7599.9946,Rwanda,2016,b season,potato,,,,,,,,,,-1.9425084196889,29.4389474689599,,,,0.0450042560696602,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4496.0889,,,,,,,,,,,,,,,,1.0,,,,,,,11110.061,,,,,,,50.0,50.0,,,2016-06-29,2016-03-24,,,,,29.44384391,-1.959739983
31251,ce4b8b9d,Rutsiro,Muyirab,3.0,2.0,0.0,0.0,0.0,3.0,,1.0,2428.116,0.0247128363698721,,,,1.0,,0.0,,,5999.9961,Rwanda,2016,b season,potato,,,,,,,,,,-1.93015671962471,29.4403020382058,,,,0.0100009450688958,,,,0.0,,,,,,,,,,,,,,,,,,1.0,broadcast,good,,0.0,,,,,,0.0,6474.3682,,,,,,,,,,,,,,,,1.0,,,,,,,15998.487,,,,,,,,,,,2016-06-20,2016-01-01,,,,,29.43955818,-1.914985933
31265,cf290651,Rutsiro,Haniro,0.0,1.0,0.0,0.0,0.0,2.0,,1.0,1780.6184,0.135920599102974,,,,1.0,,0.0,,,4399.9971,Rwanda,2016,b season,potato,,,,,,,,,,-1.94581542396469,29.4356435171609,,,,0.0550052002072334,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,1471.4473,,,,,,,,,,,,,,,,1.0,,,,,,,3636.0198,,,,,,,30.0,30.0,,,2016-07-21,2016-04-27,,,,,29.44384391,-1.959739983
31266,78d5ded8,Rutsiro,muyiraA,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,2104.3672,0.0741385072469711,,,,1.0,,0.0,,,5199.9966,Rwanda,2016,b season,potato,,,,,,,,,,-1.9182581829331,29.447224629093,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,2023.24,,,,,,,,,,,,,,,,1.0,,,,,,,4999.5273,,,,,,,,,,,2016-07-21,2016-04-18,,,,,29.43955818,-1.914985933
31281,2587a142,Rutsiro,Muyira B,3.0,2.0,1.0,0.0,0.0,2.0,,1.0,971.2464,0.370692551136017,,,,1.0,,0.0,,,2399.9985,Rwanda,2016,b season,potato,,,,,,,,,,-1.92871824895252,29.4457499019461,,,,0.150014191865921,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,2697.6533,,,,,,,,,,,,,,,,0.0,,,,,,,6666.0361,,,,,,,,,,,2016-07-15,2016-04-06,,,,,29.43955818,-1.914985933
31303,998a2e08,Rutsiro,Tangabo,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,2711.3962,0.0741385072469711,,,,1.0,,0.0,,,6699.9956,Rwanda,2016,b season,potato,,,,,,,,,,-1.93903187704423,29.4246666988439,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,50.0,50.0,,,2016-07-25,2016-04-20,,,,,29.42269136,-1.957465561
31309,4b655c20,Rutsiro,Haniro,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,1740.1498,0.111207768321037,,,,1.0,,0.0,,,4299.9971,Rwanda,2016,b season,potato,,,,,,,,,,-1.94702769332128,29.4393637042504,,,,0.0450042560696602,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,1798.4355,,,,,,,,,,,,,,,,1.0,,,,,,,4444.0239,,,,,,,40.0,40.0,,,2016-05-23,2016-02-17,,,,,29.44384391,-1.959739983
31311,ae355802,Rutsiro,MuyiraA,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2023.4301,0.0247128363698721,,,,1.0,,0.0,,,4999.9971,Rwanda,2016,b season,potato,,,,,,,,,,-1.91354454114813,29.4429421667297,,,,0.0100009450688958,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2016-06-22,2016-06-22,,,,,29.43955818,-1.914985933
31322,1498872a,Rutsiro,Tangabo,1.0,2.0,0.0,0.0,1.0,0.0,,1.0,3884.9856,0.123564183712006,,,,1.0,,0.0,,,9599.9941,Rwanda,2016,b season,potato,,,,,,,,,,-1.95649534891076,29.4220047413742,,,,0.0500047281384468,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.48,,,,,,,,,,,,,,,,1.0,,,,,,,9999.0547,,,,,,,60.0,40.0,,,2016-06-15,2016-03-15,,,,,29.42269136,-1.957465561
36448,b5d441ab,Gatsibo,Rurenge Gat,,1.0,,,,,,0.0,8318.5449,0.222394496202469,,,,2.0,50.0,,,,20555.541,Rwanda,2019,a season,potato,,,0.0,0.0,0.0,0.0,5.0,,,-1.6933497,30.4096999,,,,0.0899999961256981,,,,,,,,,,,,,2-5 minutes,1.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,1666.6654,,0.0,5395.813,,,,,broadcast,,,,,,,,,,98.923241,0.0,,,244.44427,,,0.0,13333.323,apply in hole,,1.615683,hole_in_line,,,88.0,70.333336,,,2019-01-17,2018-10-01,,,,,30.32681086,-1.712571465
36607,5e7f6f01,Rubengera,Kageyo,,3.0,,,,,,0.0,5170.9873,0.741315007209778,,,,2.0,250.0,,,,12777.769,Rwanda,2019,a season,potato,,,0.0,0.0,0.0,0.0,12.0,,,-2.0042035,29.4911002,,,,0.300000011920929,,,,,,,,,,,,,2-5 minutes,4.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,1348.9532,,,,,,,,,,,,,,,33.723831,1.0,,,83.333275,,,1.0,3333.3308,apply in hole,,4.6875,hole_in_line,,,53.333332,40.0,,,2019-01-31,2018-10-19,,,,,29.49112718,-1.993151165
36753,52daee4f,Rubengera,Kagusa,,1.0,,,,,,1.0,12219.269,0.0988420024514198,,,,2.0,20.0,,,,30194.424,Rwanda,2019,a season,potato,,,0.0,0.0,0.0,0.0,4.0,,,-2.02987148381724,29.4488780118381,,,,0.0400000028312206,,,,,,,,,,,,,2-5 minutes,2.0,,,,,,,,1.0,hole,poor,,0.0,,,0.0,0.0,,0.0,4046.8601,,,,,,,,,,,,,,,50.585751,1.0,,,124.99992,,,0.0,9999.9941,apply in hole,,,hole_not_line,,,,,,,2019-02-13,2018-10-04,,,,,29.45139137,-2.028486935
36790,22afe0e5,Gatsibo,Rurenge Gat,,1.0,,,,,,0.0,1236.5405,0.0988420024514198,,,,1.0,120.0,,,,3055.5535,Rwanda,2019,a season,potato,,,30.35145,74.999954,0.0,0.0,5.0,,,-1.72422826400944,30.3256661924028,,,,0.0400000028312206,,,,,,,,,,,,,2-5 minutes,2.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,3035.145,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,,0.0,7499.9951,,,1.6116902,hole_in_line,,,82.0,75.666664,,,2019-01-17,2018-10-05,,,,,30.32681086,-1.712571465
37031,dd668b4c,Rutsiro,Gihira,,2.0,,,,,,1.0,8206.1328,0.0988420024514198,,,,2.0,25.0,,,,20277.764,Rwanda,2019,a season,potato,,,0.0,0.0,0.0,0.0,6.0,,,-1.89984119240026,29.2964317434057,,,,0.0400000028312206,,,,,,,,,,,,,11-15 minutes,3.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,3844.5171,,,,,,,,,,,,,,,101.1715,1.0,,,249.99983,,,0.0,9499.9941,apply in hole,,,hole_not_line,,,,,,,2019-03-18,2018-09-25,,,,,29.41465601,-1.831311586
37183,a49baeba,Rubengera,Kagusa,,0.0,,,,,,1.0,9195.3652,0.07413150370121,,,,1.0,150.0,,,,22722.207,Rwanda,2019,a season,potato,,,0.0,0.0,0.0,0.0,4.0,,,-2.01664386174136,29.4613646803745,,,,0.0300000011920929,,,,,,,,,,,,,less than 2 minutes,3.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,3035.145,,,,,,,,,,,,,,,40.468601,1.0,,,99.999939,,,0.0,7499.9951,apply in hole,,,hole_not_line,,,,,,,2019-01-30,2018-10-24,,,,,29.45139137,-2.028486935
37292,ba15a5da,Bugarama,_Nyenji A,,,,,,,,0.0,5170.9873,0.07413150370121,,,,2.0,45.0,,,,12777.769,Rwanda,2019,b season,potato,,,0.0,0.0,0.0,0.0,5.0,,,-2.6534704,28.9102148,,,,0.0300000011920929,,,,,,,,,,,,,6-10 minutes,1.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,6744.7671,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,16666.656,,,,,,,,,,,,2019-02-25,,,,,28.91321356,-2.656850052
37396,10033486,Mugonero,_Kanyege A,,,,,,,,1.0,2023.4301,0.037065751850605,,,,2.0,30.0,,,,4999.9971,Rwanda,2019,b season,potato,,,0.0,0.0,53.958134,133.33325,11.0,,,-2.27967905325086,29.3872051691133,,,,0.0150000005960464,,,,,,,,,,,,,less than 2 minutes,3.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,5395.813,,,,,,,,,,,,,,,40.468601,1.0,,,99.999939,,apply in hole,0.0,13333.323,apply in hole,,,,,,56.666668,33.333332,,,,2019-03-08,,,,,29.40272893,-2.273777369
37647,9e59d94c,Rutsiro,_Muyira A,,,,,,,,1.0,3687.1389,0.0617762506008148,,,,1.0,40.0,,,,9111.1045,Rwanda,2019,b season,potato,,,48.562321,119.99992,0.0,0.0,6.0,,,-1.90716831538737,29.440999306711,,,,0.025000000372529,,,,,,,,,,,,,less than 2 minutes,2.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,5665.604,,,,,apply in hole,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,,1.0,13999.991,,,,,,,,,,,,2019-02-25,,,,,29.43955818,-1.914985933
