,unique_id,district,site,chickens,cows,pigs,bikes,goats,sheep,ducks,pesticide,yield_kg_pa,plot_acres,can_kg,dap_kg,urea_kg,weed,seed_kg,hybrid,seed_kg_pa,seed_kg_ph,yield_kg_ph,country,year,season,crop,can_kg_pa,can_kg_ph,dap_kg_pa,dap_kg_ph,urea_kg_pa,urea_kg_ph,hh_num,basal_method,lime_kg,field_latitude,field_longitude,chicks,oxen,seed_type,plot_hectares,FAW,termites,striga,electricity,rabbits,flood,comp_source_manure,stemborer,mlnd,cutworms,msv,gls,distance_min,slope_angle_num,slope,seed_depth_num,guinea_fowl,hh_num_under18,distance_meter,fertility,drought,compost,comp_method,comp_quality,prev_season_lime_kg,hybridseed_kg_pa,aphids,localseed_kg_pa,lime_kg_pa,lime_kg_ph,localseed_kg_ph,hybridseed_kg_ph,comp_kg_pa,comp_wb_pa,prev_season_yield,hh_num_under5,npk_kg,lime_method,prev_season_npk_kg,prev_season_dap_kg,prev_season_can_kg,prev_season_urea_kg,chicken_binary,goats_binary,cows_binary,radio_binary,bikes_binary,npk_kg_pa,pest_disease,comp_source,localseed_kg,npk_kg_ph,dap_method,urea_method,heavy_rain,comp_kg_ph,npk_method,hail,plants_sqm_spacing,planting_method,anthracnose,blight,row_spacing,plant_spacing,slope_angle_des,seed_depth_est,harvest_date,plant_date,hybridseed_kg,stalk_rot,kelnel_rot,sitename,site_longitude,site_latitude
29737,1125940,Rutsiro,Tangabo,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,1699.6812,0.111207768321037,,,,1.0,,,,,4199.9971,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.95630647191703,29.4218313779232,,,,0.0450042560696602,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3597.209,,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,8888.8828,,,,,,,40.0,30.0,,,2016-03-28,2015-12-30,,,,,29.42269136,-1.957465561
29740,01e88332,Rutsiro,Tangabo,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,2023.4301,0.0988513454794884,,,,1.0,,,,,4999.9971,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.92844454629411,29.4097928071728,,,,0.0400037802755833,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,1011.715,,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,2499.9985,,,,,,,70.0,40.0,,,2016-03-30,2016-03-30,,,,,29.42269136,-1.957465561
29791,d08240c4,Rutsiro,Mataba,3.0,3.0,0.0,0.0,2.0,1.0,,0.0,3965.9229,0.247128367424011,,,,1.0,,,,,9799.9941,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.9122186711626,29.4009435193095,,,,0.100009456276894,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,728.43481,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,1799.9989,,,,,,,60.0,40.0,,,2016-03-16,2015-11-30,,,,,29.41033562,-1.926739132
29835,e0854809,Rutsiro,Terimbere,2.0,2.0,0.0,0.0,0.0,1.0,,1.0,2751.8647,0.0741385072469711,,,,2.0,,,,,6799.9956,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.76683865964146,29.3495110328919,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,30.0,30.0,,,2016-02-24,2015-11-23,,,,,29.33884802,-1.755245308
29853,56933524,Rutsiro,Haniro,7.0,6.0,2.0,1.0,3.0,4.0,,1.0,3804.0483,0.123564183712006,,,,1.0,,,,,9399.9932,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.94031956098275,29.441735586098,,,,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,9999.9941,apply in hole,,,,,,60.0,40.0,,,2016-01-28,2015-11-20,,,,,29.44384391,-1.959739983
29894,4a038c06,Rutsiro,Haniro,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1699.6812,0.0988513454794884,,,,1.0,,,,,4199.9971,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.95872597363277,29.4402768939262,,,,0.0400037802755833,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,9999.9941,,,,,,,50.0,40.0,,,2016-03-10,2015-12-16,,,,,29.44384391,-1.959739983
29940,0b84cba9,Rutsiro,Haniro,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,4370.6089,0.0709258392453194,,,,1.0,,,,,10799.993,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.94105798868015,29.4350732531022,,,,0.0287027135491371,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4230.1665,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,apply in hole,,10452.953,,,,,,,30.0,30.0,,,2016-03-30,2016-01-20,,,,,29.44384391,-1.959739983
30002,d0093fb3,Rutsiro,busuku,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,2509.0532,0.370692551136017,,,,1.0,,,,,6199.9961,Rwanda,2016,a season,potato,,,242.8116,599.99963,242.8116,599.99963,,,,-1.74973549172191,29.3749615434855,,,,0.150014191865921,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,0.0,,,,,,,70.0,40.0,,,2016-02-05,2015-10-20,,,,,29.4095106,-1.751044538
30034,3f1836cf,Karongi,Kavumu  A,0.0,3.0,0.0,0.0,5.0,4.0,,1.0,3480.2996,0.0494256727397442,,,,2.0,,,,,8599.9941,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-2.20459619640343,29.3910032193453,,,,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,607.02899,,,,,,,,,,,,,,,80.937202,0.0,,,199.99988,,,,1499.999,apply in hole,,,,,,60.0,40.0,,,2016-03-16,2016-11-29,,,,,29.3946513,-2.221475957
30064,60d68cca,Karongi,Rubazo,6.0,2.0,3.0,0.0,0.0,0.0,,0.0,1015.2095,0.0741385072469711,,,,1.0,,,,,2508.6333,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-2.15104409948843,29.3686896661597,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,broadcast,,0.0,,,,,,,,,,,2015-12-30,2015-08-20,,,,,29.36116753,-2.150180506
30159,2561e9c6,Rutsiro,Muyira B,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2266.2417,0.0247128363698721,,,,1.0,,,,,5599.9966,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.91885688232158,29.4320295227372,,,,0.0100009450688958,,,,1.0,,,,,,,,,,,,,,,,,,1.0,broadcast,average,,0.0,,,,,,0.0,1214.058,,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,2999.998,,,,,,,,,,,2016-03-24,2016-01-05,,,,,29.43955818,-1.914985933
30161,6f23a405,Rutsiro,Haniro,0.0,1.0,0.0,0.0,2.0,0.0,,1.0,2655.1897,0.0864949300885201,,,,1.0,,,,,6561.1064,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.88730614079104,29.3520472756097,,,,0.0350033119320869,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3468.7373,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,8571.4229,,,,,,,35.0,35.0,,,2016-03-31,2015-12-31,,,,,29.44384391,-1.959739983
30188,f3f713f6,Rutsiro,Haniro,2.0,0.0,1.0,0.0,0.0,0.0,,1.0,2913.7393,0.0988513454794884,,,,1.0,,,,,7199.9956,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.95383056538013,29.4471616625753,,,,0.0400037802755833,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,5058.5752,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,,,12499.992,,,,,,,50.0,50.0,,,2016-01-25,2015-10-25,,,,,29.44384391,-1.959739983
30272,9f3916a4,Rutsiro,Haniro,1.0,1.0,0.0,0.0,0.0,3.0,,1.0,2428.116,0.135920599102974,,,,1.0,,,,,5999.9961,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.96005358999088,29.4362272794137,,,,0.0550052002072334,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4414.7559,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,,,10909.082,,,,,,,50.0,50.0,,,2016-03-10,2015-12-15,,,,,29.44384391,-1.959739983
30328,ce9d27a0,Rutsiro,Kabona,2.0,5.0,0.0,0.0,0.0,3.0,,1.0,4937.1694,0.0741385072469711,,,,1.0,,,,,12199.992,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.93764233958607,29.4623399506974,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,944.26721,,,,,broadcast,,,,,,,,,,161.8744,0.0,,,399.99976,,,,2333.3315,apply in hole,,,,,,50.0,50.0,,,2016-03-31,2015-12-04,,,,,29.46489295,-1.94426252
30351,27242269,Rutsiro,MUYIRA A,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,2169.5667,0.0741385072469711,,,,1.0,,,,,5361.1079,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.91905379170301,29.4520607568453,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,2697.9063,,,,,broadcast,,,,,,,,,,161.8744,0.0,,,399.99976,,,,6666.6611,apply in hole,,,,,,,,,,2016-01-29,2015-10-20,,,,,29.43955818,-1.914985933
30375,1ac47fad,Rutsiro,Tangabo,0.0,1.0,0.0,0.0,2.0,0.0,,1.0,914.47784,0.0741385072469711,,,,1.0,,,,,2259.7205,Rwanda,2016,a season,potato,,,0.0,0.0,0.0,0.0,,,,-1.95450046495413,29.415599854833,,,,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,9999.9941,,,,,,,40.0,40.0,,,2016-03-28,2015-12-25,,,,,29.42269136,-1.957465561
30429,a341b358,Rutsiro,Tangabo,10.0,3.0,0.0,3.0,0.0,0.0,,1.0,2832.802,0.0741385072469711,,,,1.0,,0.0,,,6999.9956,Rwanda,2016,b season,potato,,,,,,,,,,-1.94662191288991,29.4172205303546,,,,0.03000283613801,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60.0,40.0,,,2016-07-14,2016-04-15,,,,,29.42269136,-1.957465561
30478,a967c0af,Rutsiro,Haniro,4.0,2.0,0.0,0.0,0.0,0.0,,1.0,5341.855,0.0864949300885201,,,,1.0,,0.0,,,13199.991,Rwanda,2016,b season,potato,,,,,,,,,,-1.9504830287808,29.4353572641866,,,,0.0350033119320869,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4624.5483,,,,,,,,,,,,,,,,1.0,,,,,,,11427.49,,,,,,,45.0,45.0,,,2016-07-11,2016-03-20,,,,,29.44384391,-1.959739983
30527,8f3c4636,Rutsiro,Haniro,5.0,2.0,1.0,0.0,0.0,0.0,,1.0,3156.5508,0.123564183712006,,,,1.0,,0.0,,,7799.9946,Rwanda,2016,b season,potato,,,,,,,,,,-1.9458896826869,29.4329203029818,,,,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4855.7759,,,,,,,,,,,,,,,,1.0,,,,,,,11998.865,,,,,,,60.0,40.0,,,2016-05-30,2016-03-10,,,,,29.44384391,-1.959739983
