,Unnamed: 0,unique_id,district,site,chickens,cows,pigs,bikes,goats,sheep,ducks,pesticide,yield_kg_pa,plot_acres,can_kg,dap_kg,urea_kg,weed,seed_kg,hybrid,seed_kg_pa,seed_kg_ph,yield_kg_ph,country,year,season,crop,can_kg_pa,can_kg_ph,dap_kg_pa,dap_kg_ph,urea_kg_pa,urea_kg_ph,hh_num,basal_method,lime_kg,field_latitude,field_longitude,chicks,oxen,seed_type,plot_hectares,FAW,termites,striga,electricity,rabbits,flood,comp_source_manure,stemborer,mlnd,cutworms,msv,gls,distance_min,slope_angle_num,slope,seed_depth_num,guinea_fowl,hh_num_under18,distance_meter,fertility,drought,compost,comp_method,comp_quality,prev_season_lime_kg,hybridseed_kg_pa,aphids,localseed_kg_pa,lime_kg_pa,lime_kg_ph,localseed_kg_ph,hybridseed_kg_ph,comp_kg_pa,comp_wb_pa,prev_season_yield,hh_num_under5,npk_kg,lime_method,prev_season_npk_kg,prev_season_dap_kg,prev_season_can_kg,prev_season_urea_kg,chicken_binary,goats_binary,cows_binary,radio_binary,bikes_binary,npk_kg_pa,pest_disease,comp_source,localseed_kg,npk_kg_ph,dap_method,urea_method,heavy_rain,comp_kg_ph,npk_method,hail,plants_sqm_spacing,planting_method,anthracnose,blight,row_spacing,plant_spacing,slope_angle_des,seed_depth_est,harvest_date,plant_date,hybridseed_kg,stalk_rot,kelnel_rot,sitename,site_longitude,site_latitude,geometry,start_date,end_date,start_date_cswi,end_date_cswi,NDVI,EVI,SAVI,GNDVI
10,29687,31059ade,Nyamasheke,Mubumbano,0.0,2.0,2.0,0.0,2.0,0.0,,1.0,1857.5088,0.0741385072469711,,,,3.0,,1.0,,,4589.9971,Rwanda,2016,a season,maize,,,0.0,0.0,242.8116,599.99963,,,,-2.34600756730551,29.106166579189,,,nsp,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,,9999.9941,,,,,,,75.0,40.0,,,2016-02-15,2015-10-20,,,,,29.10788297,-2.350856872,"POLYGON ((29.10601097977489 -2.3458519678913987, 29.10632217860311 -2.3458519678913987, 29.10632217860311 -2.346163166719621, 29.10601097977489 -2.346163166719621, 29.10601097977489 -2.3458519678913987))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.6894723586543069,-62.25586019054238,1.034081899885828,0.5777577430751001
11,29688,a45c6086,Gatsibo,Kabeza b,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,2706.5398,0.148277014493942,,,,1.0,,0.0,,,6687.9951,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-1.59666778245892,30.3588140550068,,,nsp,0.0600056722760201,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,337.23831,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,,833.3327,,,,,,,100.0,80.0,,,2016-01-13,2015-09-15,,,,,30.35578009,-1.594008309,"POLYGON ((30.358594004205067 -1.5964477316571866, 30.359034105808533 -1.5964477316571866, 30.359034105808533 -1.5968878332606533, 30.358594004205067 -1.5968878332606533, 30.358594004205067 -1.5964477316571866))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5461085321701723,-11.503531517743843,0.8190266589882808,0.4525487874923082
12,29698,105d0486,Karongi,Murengezo,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,1803.473,0.103793911635876,,,,2.0,,1.0,,,4456.4722,Rwanda,2016,a season,maize,,,6.4749761,15.99999,0.0,0.0,,,,-2.23268670172269,29.4351676225428,,,nsp,0.042003970593214,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,385.41528,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,,952.38043,,,,,,,70.0,40.0,,,2016-02-15,2015-09-20,,,,,29.45092603,-2.24762268,"POLYGON ((29.43498351483318 -2.2325025940130727, 29.435351730252417 -2.2325025940130727, 29.435351730252417 -2.232870809432307, 29.43498351483318 -2.232870809432307, 29.43498351483318 -2.2325025940130727))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5318097973923519,88.04795343058761,0.7976151824286748,0.4922470817509205
13,29699,b1f0ea30,Nyanza,Nyamure,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1092.6522,0.123564183712006,,,,1.0,,1.0,,,2699.9983,Rwanda,2016,a season,maize,,,80.937202,199.99988,80.937202,199.99988,,,,-2.34120019314925,29.8195122386332,,,pan_53,0.0500047281384468,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,809.37201,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,1999.9987,,,,,,,75.0,40.0,,,2016-03-17,2015-10-15,,,,,29.81091476,-2.356720031,"POLYGON ((29.819311360650865 -2.3409993151669117, 29.81971311661554 -2.3409993151669117, 29.81971311661554 -2.3414010711315885, 29.819311360650865 -2.3414010711315885, 29.819311360650865 -2.3409993151669117))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.3411546459535251,-2.611320416815618,0.5116517295378687,0.3140136356476664
14,29701,60f362b3,Gatsibo,Kabeza,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1709.3937,0.197702690958977,,,,1.0,,0.0,,,4223.9971,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-1.59773539503678,30.3600727861782,,,nsp,0.0800075605511665,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,2023.4301,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,4999.9971,,,,,,,75.0,40.0,,,2016-02-04,2016-09-28,,,,,30.35578009,-1.594008309,"POLYGON ((30.35981869340291 -1.5974813022614913, 30.36032687895349 -1.5974813022614913, 30.36032687895349 -1.5979894878120688, 30.35981869340291 -1.5979894878120688, 30.35981869340291 -1.5974813022614913))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5138449705187595,-1.314595089775838,0.7706544413867868,0.4534231714867786
15,29702,167cf871,Gatsibo,Kabeza,0.0,2.0,0.0,1.0,2.0,0.0,,0.0,1495.7194,0.0494256727397442,,,,2.0,,1.0,,,3695.9973,Rwanda,2016,a season,maize,,,40.468601,99.999939,19.424927,47.999966,,,,-1.5702989601217,30.352070300246,,,nsp,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,9999.9941,,,,,,,100.0,80.0,,,2016-01-18,2015-10-08,,,,,30.35578009,-1.594008309,"POLYGON ((30.35194325385836 -1.5701719137340555, 30.352197346633645 -1.5701719137340555, 30.352197346633645 -1.5704260065093443, 30.35194325385836 -1.5704260065093443, 30.35194325385836 -1.5701719137340555))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5813292380292763,4.336307406968528,0.8718775157089511,0.4883307046980204
16,29724,0ef3dd3f,Rusizi,MikoB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,546.32611,0.0370692536234856,,,,2.0,,1.0,,,1349.9991,Rwanda,2016,a season,maize,,,242.8116,599.99963,242.8116,599.99963,,,,-2.5172600898267,29.025636235135,,,nsp,0.015001418069005,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,5395.812,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,13333.321,,,,,,,70.0,60.0,,,2016-02-25,2015-09-25,,,,,29.01383305,-2.5123274,"POLYGON ((29.02552620973413 -2.5171500644258336, 29.02574626053587 -2.5171500644258336, 29.02574626053587 -2.5173701152275667, 29.02552620973413 -2.5173701152275667, 29.02552620973413 -2.5171500644258336))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5533734223711382,-37.4171173222137,0.8299434215280358,0.46278697203449315
17,29726,df0be530,Rutsiro,nganzoA,0.0,1.0,0.0,0.0,2.0,0.0,,0.0,1602.5565,0.0741385072469711,,,,1.0,,1.0,,,3959.9973,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-1.7970956764418,29.3108146468251,,,sc_637,0.03000283613801,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,161.8744,0.0,,,399.99976,apply in hole,apply in hole,,9999.9941,apply in hole,,,,,,70.0,40.0,,,2016-02-03,2015-09-15,,,,,29.30016205,-1.795746491,"POLYGON ((29.31065904741099 -1.7969400770276889, 29.31097024623921 -1.7969400770276889, 29.31097024623921 -1.7972512758559112, 29.31065904741099 -1.7972512758559112, 29.31065904741099 -1.7969400770276889))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.25905293226242065,-0.46941247728649305,0.38847117794486213,0.103515625
18,29753,7ffd8a8e,Rutsiro,Ruhingo,0.0,3.0,0.0,0.0,1.0,0.0,,0.0,872.46619,0.0988513454794884,,,,2.0,,1.0,,,2155.9075,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-1.9920769929063,29.3634026521168,,,nsp,0.0400037802755833,,,,0.0,,,,,,,,,,,,,,,,,,0.0,hole,average,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,apply in hole,,0.0,apply in hole,,,,,,70.0,40.0,,,2016-02-08,2015-11-01,,,,,29.35324059,-1.997504125,"POLYGON ((29.363222981392344 -1.9918973221818428, 29.363582322841257 -1.9918973221818428, 29.363582322841257 -1.9922566636307573, 29.363222981392344 -1.9922566636307573, 29.363222981392344 -1.9918973221818428))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.39720714655652883,-1.1793625666909324,0.5956667937193847,0.2744776769728552
19,29781,bdbd5126,Kibogora,Cyimpindu A,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1359.7449,0.0247128363698721,,,,2.0,,0.0,,,3359.9976,Rwanda,2016,a season,maize,,,121.4058,299.99982,80.937202,199.99988,,,,-2.2830897843095,29.2185882676521,,,nsp,0.0100009450688958,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,9999.9941,apply in hole,,,,,,70.0,40.0,,,2016-02-04,2015-10-10,,,,,29.22729569,-2.278404211,"POLYGON ((29.21849843228987 -2.282999948947271, 29.218678103014327 -2.282999948947271, 29.218678103014327 -2.2831796196717287, 29.21849843228987 -2.2831796196717287, 29.21849843228987 -2.282999948947271))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5353398412831402,-0.9263408401665523,0.802745503293747,0.34064842439574666
20,29788,330d735d,Nyanza,Rukingiro,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,2751.8647,0.222415536642075,,,,2.0,,1.0,,,6799.9956,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-2.32707177560664,29.9236148163559,,,nsp,0.0900085121393204,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,3597.209,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,8888.8828,apply in hole,,,,,,75.0,40.0,,,2016-02-05,2016-10-05,,,,,29.91135279,-2.317129828,"POLYGON ((29.923345310259457 -2.326802269510194, 29.923884322452345 -2.326802269510194, 29.923884322452345 -2.327341281703086, 29.923345310259457 -2.327341281703086, 29.923345310259457 -2.326802269510194))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.3905353844165802,7.671361502347418,0.585733062492532,0.3676539659500122
21,29796,28f53928,Nyamasheke,Gako A,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2076.0391,0.0494256727397442,,,,2.0,,0.0,,,5129.9961,Rwanda,2016,a season,maize,,,40.468601,99.999939,40.468601,99.999939,,,,-2.35521842859228,29.1463788793441,,,other,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3035.145,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,7499.9951,apply in hole,,,,,,75.0,40.0,,,2016-02-20,2015-09-15,,,,,29.12907426,-2.366415562,"POLYGON ((29.146251832956455 -2.3550913822046358, 29.14650592573174 -2.3550913822046358, 29.14650592573174 -2.3553454749799245, 29.146251832956455 -2.3553454749799245, 29.146251832956455 -2.3550913822046358))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5665809634243073,70.62583529151907,0.8497556584955639,0.49469706856291945
22,29806,b7ca7626,Rutsiro,Mataba,3.0,3.0,0.0,0.0,2.0,1.0,,0.0,1098.7225,0.247128367424011,,,,1.0,,1.0,,,2714.9983,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-1.91208257351273,29.4008302910238,,,nsp,0.100009456276894,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,607.02899,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,apply in hole,,1499.999,apply in hole,,,,,,50.0,40.0,,,2016-03-16,2016-03-29,,,,,29.41033562,-1.926739132,"POLYGON ((29.400546206656795 -1.911798489145725, 29.401114375390808 -1.911798489145725, 29.401114375390808 -1.9123666578797351, 29.400546206656795 -1.9123666578797351, 29.400546206656795 -1.911798489145725))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.2742328820591652,-0.4876496930357962,0.4112144081525519,0.1713944628697086
23,29808,bd2ec85d,Gatsibo,murambi  B,2.0,1.0,0.0,1.0,2.0,0.0,,0.0,2848.9895,0.0247128363698721,,,,1.0,,1.0,,,7039.9956,Rwanda,2016,a season,maize,,,40.468601,99.999939,0.0,0.0,,,,-1.80726808229667,30.3770417686521,,,pan_53,0.0100009450688958,,,,0.0,,,,,,,,,,,,,,,,,,0.0,hole,average,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,0.0,apply in hole,,,,,,80.0,70.0,,,2016-02-18,2015-10-10,,,,,30.35378991,-1.777088497,"POLYGON ((30.37695193328987 -1.8071782469344415, 30.377131604014327 -1.8071782469344415, 30.377131604014327 -1.8073579176588985, 30.37695193328987 -1.8073579176588985, 30.37695193328987 -1.8071782469344415))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5415811816812264,-6.606009390080101,0.8122427915947492,0.4540859852827837
24,29810,7ebff6a1,Rutsiro,busuku,0.0,0.0,1.0,0.0,2.0,2.0,,0.0,874.12177,0.197702690958977,,,,1.0,,0.0,,,2159.9985,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-1.74338834761125,29.3735172968966,,,nsp,0.0800075605511665,,,,0.0,,,,,,,,,,,,,,,,,,0.0,hole,average,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,0.0,apply in hole,,,,,,70.0,40.0,,,2016-02-29,2015-09-20,,,,,29.4095106,-1.751044538,"POLYGON ((29.37326320412131 -1.7431342548359612, 29.37377138967189 -1.7431342548359612, 29.37377138967189 -1.7436424403865387, 29.37326320412131 -1.7436424403865387, 29.37326320412131 -1.7431342548359612))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.5415811816812264,-6.606009390080101,0.8122427915947492,0.4540859852827837
25,29830,bfbb6e7c,Gatsibo,Gakoni,5.0,1.0,0.0,1.0,2.0,0.0,,0.0,5341.855,1.23564183712006,,,,1.0,,0.0,,,13199.991,Rwanda,2016,a season,maize,,,40.468601,99.999939,20.234301,49.999969,,,,-1.83468787804354,30.4175659329638,,,nsp,0.500047266483307,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,323.74881,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,799.99951,apply in hole,,,,,,80.0,60.0,,,2016-02-08,2015-09-19,,,,,30.41494981,-1.83099755,"POLYGON ((30.416930701017296 -1.8340526460970366, 30.418201164910304 -1.8340526460970366, 30.418201164910304 -1.8353231099900436, 30.416930701017296 -1.8353231099900436, 30.416930701017296 -1.8340526460970366))",2016-11-30,2016-12-30,2016-10-16,2016-11-25,0.56630259653881,11.545064060735122,0.8493400235584854,0.5077172744806888
