,unique_id,district,site,chickens,cows,pigs,bikes,goats,sheep,ducks,pesticide,yield_kg_pa,plot_acres,can_kg,dap_kg,urea_kg,weed,seed_kg,hybrid,seed_kg_pa,seed_kg_ph,yield_kg_ph,country,year,season,crop,can_kg_pa,can_kg_ph,dap_kg_pa,dap_kg_ph,urea_kg_pa,urea_kg_ph,hh_num,basal_method,lime_kg,field_latitude,field_longitude,chicks,oxen,seed_type,plot_hectares,FAW,termites,striga,electricity,rabbits,flood,comp_source_manure,stemborer,mlnd,cutworms,msv,gls,distance_min,slope_angle_num,slope,seed_depth_num,guinea_fowl,hh_num_under18,distance_meter,fertility,drought,compost,comp_method,comp_quality,prev_season_lime_kg,hybridseed_kg_pa,aphids,localseed_kg_pa,lime_kg_pa,lime_kg_ph,localseed_kg_ph,hybridseed_kg_ph,comp_kg_pa,comp_wb_pa,prev_season_yield,hh_num_under5,npk_kg,lime_method,prev_season_npk_kg,prev_season_dap_kg,prev_season_can_kg,prev_season_urea_kg,chicken_binary,goats_binary,cows_binary,radio_binary,bikes_binary,npk_kg_pa,pest_disease,comp_source,localseed_kg,npk_kg_ph,dap_method,urea_method,heavy_rain,comp_kg_ph,npk_method,hail,plants_sqm_spacing,planting_method,anthracnose,blight,row_spacing,plant_spacing,slope_angle_des,seed_depth_est,harvest_date,plant_date,hybridseed_kg,stalk_rot,kelnel_rot,sitename,site_longitude,site_latitude
38524,c8f5616d,Gatsibo,_Munini,,,,,,,,0.0,2322.8977,0.713886320590973,,,,2.0,,1.0,,,5739.9966,Rwanda,2019,b season,maize,,,14.007823,34.614033,15.408606,38.075436,5.0,,,-1.63092078136506,30.3668549723842,,,,0.28889998793602,,,,,,,,,,,,,16-30 minutes,3.0,,,,,,,,1.0,hole,good,,5.6031289,,,0.0,0.0,,13.845612,350.19559,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,865.35083,,,,,,,51.0,41.0,,,,2019-03-03,,,,,30.65186496,-1.554476554
38565,e974420c,Ruhango,_Rukina,,,,,,,,0.0,1069.9822,0.0345946997404099,,,,1.0,,1.0,,,2643.9795,Rwanda,2019,b season,maize,,,144.53072,357.14264,0.0,0.0,7.0,,,-2.200325,29.6761133333333,,,,0.0139999995008111,,,,,,,,,,,,,2-5 minutes,0.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,1445.3071,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,,0.0,3571.4263,,,,,,,23.0,21.333334,,,,2019-02-25,,,,,29.69097271,-2.131937592
38599,ae68c109,Nyagatare,_Cyabayaga A,,,,,,,,0.0,2522.0032,0.172973498702049,,,,2.0,,1.0,,,6231.9961,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,7.0,,,-1.32125679852865,30.306006939185,,,,0.0700000002980232,,,,,,,,,,,,,16-30 minutes,1.0,,,,,,,,0.0,,,,11.562458,,,0.0,0.0,,28.571411,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,80.0,66.666664,,,,2019-02-15,,,,,30.29396467,-1.421029478
38621,dd9effa1,Nyagatare,_Rukomo II,,,,,,,,0.0,1294.9952,1.2355250120163,,,,2.0,,1.0,,,3199.998,Rwanda,2019,b season,maize,,,16.187441,39.999977,8.0937204,19.999989,5.0,,,-1.3710560485279,30.2684512220355,,,,0.5,,,,,,,,,,,,,16-30 minutes,2.0,,,,,,,,0.0,,,,4.8562317,,,0.0,0.0,,11.999991,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,0.0,,,,,,,85.333336,70.333336,,,,2019-02-07,,,,,30.27198359,-1.382472537
38643,2a60186f,Ruhango,_Gishweru,,,,,,,,0.0,1025.2046,0.0546102076768875,,,,2.0,1.0,0.0,18.311594,45.248867,2533.3318,Rwanda,2019,b season,maize,,,36.623169,90.497681,18.311584,45.24884,7.0,,,-2.13377333333333,29.6628683333333,,,,0.0221000015735626,,,,,,,,,,,,,11-15 minutes,0.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,10986.949,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,27149.301,,,,,,,60.666668,40.0,,,,2019-02-05,,,,,29.72275703,-2.202685282
38650,2d22e2b0,Nyagatare,_Cyabayaga B,,,,,,,,0.0,2654.74,0.864867508411407,,,,2.0,,1.0,,,6559.9951,Rwanda,2019,b season,maize,,,0.0,0.0,23.124916,57.142822,6.0,,,-1.32134395668196,30.3059148261557,,,,0.349999994039536,,,,,,,,,,,,,16-30 minutes,1.0,,,,,,,,0.0,,,,34.68737,,,0.0,0.0,,85.714226,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,circle,0.0,0.0,,,,,,,76.666664,50.0,,,,2019-02-07,,,,,30.29396467,-1.421029478
38695,7c3f61e2,Ruhango,_Kirwa,,,,,,,,1.0,1274.7609,0.07413150370121,,,,2.0,,1.0,,,3149.9978,Rwanda,2019,b season,maize,,,13.489533,33.333313,6.7447667,16.666656,5.0,,,-2.17821333333333,29.6529716666667,,,,0.0300000011920929,1.0,,,,,,,,,,,,2-5 minutes,2.0,,,,,,,,1.0,hole,average,,26.979067,,,0.0,0.0,,66.666626,1618.744,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,3999.9973,,,,,,,,,,,,2019-02-08,,,,,29.62990949,-2.213797601
38713,7041906d,Karongi,_Biguhu,,,,,,,,0.0,946.19983,0.024710500612855,,,,2.0,,0.0,,,2338.1072,Rwanda,2019,b season,maize,,,40.468601,99.999939,40.468601,99.999939,4.0,,,-2.221968,29.4887185,,,,0.0100000007078052,,,,,,,,,,,,,16-30 minutes,3.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,2428.116,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,1.0,5999.9961,,,,,,,,,,,,2019-03-25,,,,,29.47367293,-2.242459201
38716,9087c5eb,Ruhango,_Muyunzwe,,,,,,,,0.0,755.28156,0.0494210012257099,,,,1.0,,1.0,,,1866.3385,Rwanda,2019,b season,maize,,,60.7029,149.99991,40.468601,99.999939,4.0,,,-2.16632666666667,29.6601433333333,,,,0.0200000014156103,,,,,,,,,,,,,2-5 minutes,1.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,2428.116,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,5999.9961,,,,,,,30.0,21.666666,,,,2019-02-02,,,,,29.66811188,-2.220156561
38725,8d83efb4,Bugarama,_Kizura B,,,,,,,,0.0,346.00653,0.741315007209778,,,,1.0,4.0,0.0,5.3958168,13.333333,854.99945,Rwanda,2019,b season,maize,,,4.0468602,9.9999943,0.0,0.0,6.0,,,-2.6587864,29.0315427,,,,0.300000011920929,,,,,,,,,,,,,16-30 minutes,1.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,broadcast,,0.0,0.0,,,,,,,,,,,,2019-03-07,,,,,29.03834925,-2.660126824
38870,b0cd25cf,Nyagatare,_Bushoga,,,,,,,,0.0,1279.1251,0.14826300740242,,,,2.0,3.0,0.0,20.234312,49.999996,3160.7822,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,3.0,,,-1.32126497571602,30.3060090582518,,,,0.0600000023841858,,,,,,,,,,,,,16-30 minutes,2.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,2019-02-19,,,,,30.31402208,-1.361508332
38878,7c5e58b4,Ruhango,_Murama,,,,,,,,1.0,1327.37,0.0494210012257099,,,,2.0,,1.0,,,3279.9976,Rwanda,2019,b season,maize,,,40.468601,99.999939,20.234301,49.999969,5.0,,,-2.20691833333333,29.6909466666667,,,,0.0200000014156103,1.0,,,,,,,,,,,,2-5 minutes,0.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,6070.29,,,,,,,2.0,,1.0,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,14999.99,,,,,,,,,,,,2019-02-25,,,,,29.64696064,-2.190388099
38919,f9c159b1,Gatsibo,_Remera,,,,,,,,0.0,838.50934,0.356819599866867,,,,2.0,,1.0,,,2071.9985,Rwanda,2019,b season,maize,,,28.025347,69.252029,19.617743,48.476421,8.0,,,-1.70489542136512,30.3636542024744,,,,0.144399985671043,,,,,,,,,,,,,16-30 minutes,2.0,,,,,,,,1.0,hole,good,,5.6050696,,,0.0,0.0,,13.850408,840.76038,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,2077.561,,,,,,,55.0,41.0,,,,2019-03-24,,,,,30.36124351,-1.697283829
38941,cf69af14,Rubengera,_Rugobagoba Rug,,,,,,,,0.0,839.20166,0.024710500612855,,,,2.0,1.0,0.0,40.468624,99.999992,2073.7092,Rwanda,2019,b season,maize,,,40.468601,99.999939,40.468601,99.999939,6.0,,,-2.2220535,29.4888279,,,,0.0100000007078052,,,,,,,,,,,,,11-15 minutes,1.0,,,,,,,,1.0,hole,poor,,0.0,,,0.0,0.0,,0.0,4856.2319,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,0.0,11999.992,,,,,,,,,,,,2019-03-01,,,,,29.49067045,-2.178584351
38947,2b33273c,Nyagatare,_Nyabitekeri,,,,,,,,1.0,1398.5947,0.741315007209778,,,,2.0,,1.0,,,3455.9976,Rwanda,2019,b season,maize,,,40.468601,99.999939,20.234301,49.999969,5.0,,,-1.30283908201927,30.2282683707423,,,,0.300000011920929,,,,,,,,,,,,,16-30 minutes,1.0,,,,,,,,1.0,hole,good,,5.3958135,,,0.0,0.0,,13.333324,2023.4301,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,4999.9971,,,,,,,78.333336,50.0,,,,2019-03-05,,,,,30.25158318,-1.297645996
39010,c231e9f9,Ruhango,_Karambi,,,,,,,,0.0,1049.0021,0.037065751850605,,,,2.0,,0.0,,,2592.1365,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,3.0,,,-2.22192666666667,29.646405,,,,0.0150000005960464,,,,,,,,,,,,,16-30 minutes,1.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,5395.813,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,13333.323,,,,,,,,,,,,2019-02-11,,,,,29.62259059,-2.246688547
39059,f216e9d1,Nyagatare,_Nyakagarama,,,,,,,,0.0,1695.1487,0.494210004806519,,,,2.0,,1.0,,,4188.7974,Rwanda,2019,b season,maize,,,20.234301,49.999969,10.11715,24.999985,2.0,,,-1.3808314,30.1666881,,,,0.200000002980232,,,,,,,,,,,,,11-15 minutes,2.0,,,,,,,,1.0,hole,good,,12.14058,,,0.0,0.0,,29.999981,283.28021,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,699.99957,,,,,,,86.666664,70.666664,,,,2019-02-12,,,,,30.25153735,-1.347578258
39080,16f8ecc1,Nyamasheke,_Mutongo Cya A,,,,,,,,0.0,456.72739,0.07413150370121,,,,2.0,3.0,0.0,40.468624,99.999992,1128.5962,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,6.0,,,-2.4125735632165,29.2098447259409,,,,0.0300000011920929,,,,,,,,,,,,,16-30 minutes,4.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,4721.3364,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,11666.658,,,,,,,,,,,,2019-01-15,,,,,29.21490141,-2.424939184
39081,ca3f03e0,Ruhango,_Rukina,,,,,,,,0.0,21.854212,0.024710500612855,,,,1.0,2.0,0.0,,,54.00285,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,4.0,,,-2.20432833333333,29.675635,,,,0.0100000007078052,,,,,,,,,,,,,2-5 minutes,0.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,2019-02-23,,,,,29.69097271,-2.131937592
39145,ccfdb0da,Ruhango,_Mutara,,,,,,,,1.0,1846.2438,0.05930520221591,,,,2.0,,1.0,,,4562.1606,Rwanda,2019,b season,maize,,,151.75725,374.99976,84.309578,208.33318,5.0,,,-2.12457333333333,29.672445,,,,0.0240000002086163,,,,,,,,,,,,,11-15 minutes,1.0,,,,,,,,1.0,hole,good,,25.292875,,,0.0,0.0,,62.499958,20234.299,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,49999.965,,,,,,,70.0,40.0,,,,2019-03-18,,,,,29.65293945,-2.165639979
39151,59a0af4b,Ruhango,_Gishweru,,,,,,,,1.0,2895.2458,0.0938998982310295,,,,2.0,,1.0,,,7154.2974,Rwanda,2019,b season,maize,,,74.547424,184.21042,53.248158,131.57886,9.0,,,-2.14177166666667,29.6745516666667,,,,0.0379999987781048,,,,,,,,,,,,,11-15 minutes,0.0,,,,,,,,1.0,hole,good,,21.299263,,,0.0,0.0,,52.631542,15974.447,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,39473.656,,,,,,,70.0,53.333332,,,,2019-03-24,,,,,29.72275703,-2.202685282
39200,0e8b33b2,Ruhango,_Gishweru,,,,,,,,1.0,1510.5631,0.0395368002355099,,,,2.0,1.0,0.0,25.292892,62.499996,3732.677,Rwanda,2019,b season,maize,,,50.585751,124.99992,25.292875,62.499958,5.0,,,-2.13305166666667,29.6659483333333,,,,0.0160000007599592,,,,,,,,,,,,,6-10 minutes,0.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,12646.438,,,,,,,2.0,,1.0,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,31249.979,,,,,,,80.0,61.333332,,,,2019-02-28,,,,,29.72275703,-2.202685282
39317,a943ff28,Ruhango,_Nyakogo,,,,,,,,0.0,1300.7627,0.0988420024514198,,,,2.0,,1.0,,,3214.2498,Rwanda,2019,b season,maize,,,15.175725,37.499977,12.646438,31.249979,7.0,,,-2.20728333333333,29.661395,,,,0.0400000028312206,,,,,,,,,,,,,2-5 minutes,2.0,,,,,,,,1.0,hole,good,,20.234301,,,0.0,0.0,,49.999969,3035.145,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,0.0,7499.9951,,,,,,,76.666664,66.666664,,,,2019-02-25,,,,,29.69071684,-2.182163503
39384,c3e5480b,Nyagatare,_Nyakagarama,,,,,,,,0.0,620.0437,0.617762506008148,,,,2.0,6.0,0.0,9.7124701,24.0,1532.1589,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,3.0,,,-1.3232248,30.301565,,,,0.25,,,,,,,,,,,,,11-15 minutes,1.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,88.666664,80.666664,,,,2019-01-27,,,,,30.25153735,-1.347578258
39386,35e90e7c,Ruhango,_Muyunzwe,,,,,,,,0.0,1861.5555,0.0988420024514198,,,,2.0,,1.0,,,4599.9966,Rwanda,2019,b season,maize,,,30.35145,74.999954,25.292875,62.499958,7.0,,,-2.167875,29.6575866666667,,,,0.0400000028312206,,,,,,,,,,,,,2-5 minutes,1.0,,,,,,,,1.0,hole,average,,20.234301,,,0.0,0.0,,49.999969,2023.4301,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,4999.9971,,,,,,,,,,,,2019-02-27,,,,,29.66811188,-2.220156561
39447,1f063bb4,Ruhango,_Nyabibugu,,,,,,,,0.0,748.66913,0.029652601107955,,,,1.0,,1.0,,,1849.9989,Rwanda,2019,b season,maize,,,33.723831,83.333275,16.861916,41.666637,2.0,,,-2.11736666666667,29.631985,,,,0.0120000001043081,,,,,,,,,,,,,6-10 minutes,2.0,,,,,,,,1.0,hole,average,,16.861916,,,0.0,0.0,,41.666637,8430.958,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,20833.318,,,,,,,40.0,30.0,,,,2019-02-26,,,,,29.66701871,-2.191910549
39451,a44854c1,Nyagatare,_Nyabitekeri,,,,,,,,0.0,3820.2358,1.2355250120163,,,,2.0,,1.0,,,9439.9941,Rwanda,2019,b season,maize,,,40.468601,99.999939,20.234301,49.999969,6.0,,,-1.29921263346499,30.2510729520567,,,,0.5,,,,,,,,,,,,,16-30 minutes,0.0,,,,,,,,0.0,,,,9.7124634,,,0.0,0.0,,23.999983,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,0.0,,,,,,,71.666664,50.0,,,,2019-03-04,,,,,30.25158318,-1.297645996
39454,52f55a0b,Ruhango,_Kigarama,,,,,,,,0.0,2098.0042,0.0494210012257099,,,,1.0,,1.0,,,5184.2729,Rwanda,2019,b season,maize,,,30.35145,74.999954,0.0,0.0,6.0,,,-2.12565333333333,29.6850133333333,,,,0.0200000014156103,,,,,,,,,,,,,31-60 minutes,1.0,,,,,,,,1.0,hole,good,,40.468601,,,0.0,0.0,,99.999939,16187.44,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,,0.0,39999.977,,,,,,,,,,,,2019-02-15,,,,,29.58002401,-2.221012662
39536,4c23e28c,Nyagatare,_Rukomo II,,,,,,,,0.0,1893.9307,0.247105002403259,,,,2.0,,1.0,,,4679.9976,Rwanda,2019,b season,maize,,,161.8744,399.99976,80.937202,199.99988,8.0,,,-1.3751758,30.2525348,,,,0.100000001490116,,,,,,,,,,,,,16-30 minutes,2.0,,,,,,,,1.0,hole,good,,32.374882,,,0.0,0.0,,79.999954,1416.401,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,3499.9978,,,,,,,83.333336,70.666664,,,,2019-02-17,,,,,30.27198359,-1.382472537
39541,b2bac5db,Nyagatare,_Cyabayaga B,,,,,,,,0.0,4608.5645,0.370657503604889,,,,2.0,0.0,0.0,,,11387.993,Rwanda,2019,b season,maize,,,0.0,0.0,21.583254,53.333298,8.0,,,-1.42735639881546,30.2958904018047,,,,0.150000005960465,,,,,,,,,,,,,2-5 minutes,2.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,circle,0.0,0.0,,,,,,,70.0,60.0,,,,2019-02-15,,,,,30.29396467,-1.421029478
39664,9e82e937,Gatsibo,_Munini,,,,,,,,0.0,819.08447,0.180139541625977,,,,1.0,,1.0,,,2023.9987,Rwanda,2019,b season,maize,,,16.653744,41.152233,0.0,0.0,7.0,,,-1.63156900134977,30.3682958196662,,,,0.0728999972343445,,,,,,,,,,,,,2-5 minutes,2.0,,,,,,,,1.0,hole,good,,33.307487,,,0.0,0.0,,82.304466,1110.2496,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,,0.0,2743.4824,,,,,,,54.0,41.0,,,,2019-03-07,,,,,30.65186496,-1.554476554
39768,85a9fc87,Ruhango,_Muyunzwe,,,,,,,,0.0,906.49664,0.07413150370121,,,,2.0,,1.0,,,2239.9985,Rwanda,2019,b season,maize,,,67.447662,166.66655,33.723831,83.333275,4.0,,,-2.15651666666667,29.648665,,,,0.0300000011920929,1.0,,,,,,,,,,,,31-60 minutes,0.0,,,,,,,,1.0,hole,good,,13.489533,,,0.0,0.0,,33.333313,2697.9065,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,6666.6616,,,,,,,42.333332,26.0,,,,2019-01-25,,,,,29.66811188,-2.220156561
39803,4d23e44d,Nyagatare,_Nyabitekeri,,,,,,,,0.0,951.82147,0.741315007209778,,,,2.0,,1.0,,,2351.9985,Rwanda,2019,b season,maize,,,0.0,0.0,0.0,0.0,6.0,,,-1.3077431,30.2081756,,,,0.300000011920929,,,,,,,,,,,,,16-30 minutes,1.0,,,,,,,,0.0,,,,6.7447667,,,0.0,0.0,,16.666656,0.0,,,,,,,20.0,,10.0,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,2019-02-25,,,,,30.25158318,-1.297645996
39854,4e8ec388,Nyagatare,_Rukomo II,,,,,,,,0.0,2036.3799,0.247105002403259,,,,2.0,,1.0,,,5031.9966,Rwanda,2019,b season,maize,,,40.468601,99.999939,20.234301,49.999969,4.0,,,-1.38231665776039,30.2567118319116,,,,0.100000001490116,,,,,,,,,,,,,16-30 minutes,2.0,,,,,,,,0.0,,,,12.14058,,,0.0,0.0,,29.999981,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,0.0,,,,,,,87.333336,67.0,,,,2019-01-24,,,,,30.27198359,-1.382472537
39871,e9184114,Gisagara,_Muganza,,,,,,,,1.0,1802.0667,0.0988420024514198,,,,2.0,,1.0,,,4452.9966,Rwanda,2019,b season,maize,,,20.234301,49.999969,10.11715,24.999985,6.0,,,-2.62172978765647,29.8725518821711,,,,0.0400000028312206,,,,,,,,,,,,,6-10 minutes,1.0,,,,,,,,1.0,hole,good,,10.11715,,,0.0,0.0,,24.999985,3035.145,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,apply in hole,0.0,7499.9951,,,,,,,76.666664,50.0,,,,2019-01-28,,,,,29.87139335,-2.628193458
39895,17d8e085,Ruhango,_Gitinda,,,,,,,,0.0,755.28156,0.037065751850605,,,,1.0,,1.0,,,1866.3385,Rwanda,2019,b season,maize,,,40.468601,99.999939,0.0,0.0,4.0,,,-2.15241333333333,29.6197283333333,,,,0.0150000005960464,,,,,,,,,,,,,less than 2 minutes,2.0,,,,,,,,1.0,hole,average,,0.0,,,0.0,0.0,,0.0,2158.3252,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,,0.0,5333.3296,,,,,,,,,,,,2019-01-25,,,,,29.60395982,-2.234199197
40002,1869baf8,Ruhango,_Muyunzwe,,,,,,,,0.0,1035.9962,0.0494210012257099,,,,2.0,,1.0,,,2559.9985,Rwanda,2019,b season,maize,,,60.7029,149.99991,30.35145,74.999954,4.0,,,-2.14040166666667,29.6345433333333,,,,0.0200000014156103,1.0,,,,,,,,,,,,16-30 minutes,0.0,,,,,,,,1.0,hole,good,,40.468601,,,0.0,0.0,,99.999939,3035.145,,,,,,,,,,,,,,,0.0,1.0,,,0.0,apply in hole,circle,0.0,7499.9951,,,,,,,,,,,,2019-02-26,,,,,29.66811188,-2.220156561
40035,c27f13b5,Gisagara,_Cyiri,,,,,,,,0.0,2374.7783,0.024710500612855,,,,2.0,2.0,0.0,,,5868.1958,Rwanda,2019,b season,maize,,,202.343,499.99966,80.937202,199.99988,8.0,,,-2.46753121742717,29.8295707986885,,,,0.0100000007078052,,,,,,,,,,,,,16-30 minutes,0.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,circle,0.0,0.0,,,,,,,76.666664,53.333332,,,,2019-02-24,,,,,29.85619608,-2.465277548
40039,58e02649,Karongi,_Kabingo,,,,,,,,0.0,1342.7227,0.0494210012257099,,,,2.0,1.0,0.0,20.234312,49.999996,3317.9348,Rwanda,2019,b season,maize,,,0.0,0.0,40.468601,99.999939,7.0,,,-2.2164267,29.507646,,,,0.0200000014156103,,,,,,,,,,,,,2-5 minutes,0.0,,,,,,,,1.0,hole,good,,0.0,,,0.0,0.0,,0.0,2529.2876,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,0.0,6249.9961,,,,,,,,,,,,2019-02-27,,,,,29.50584138,-2.212604853
40102,b1148f8e,LWE,Bihembe,0.0,1.0,0.0,1.0,2.0,7.0,,0.0,2920.2144,0.0988513454794884,,,,1.0,,1.0,,,7215.9956,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-2.0516734499938,30.2805561448058,,,nsp,0.0400037802755833,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,3793.9312,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,,9374.9932,,,,,,,67.0,60.0,,,2016-02-24,2015-09-01,,,,,30.27892716,-2.051069672
40124,f2282657,Mugonero,Bihumbe,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1521.7882,0.0197702702134848,,,,3.0,,1.0,,,3760.4148,Rwanda,2016,a season,maize,,,105.38699,260.41653,52.693478,130.20822,,,,-2.21198710425272,29.3680165313081,,,nsp,0.0080007566139102,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,6070.29,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,broadcast,,14999.99,,,,,,,60.0,40.0,,,2016-03-10,2015-09-02,,,,,29.36337866,-2.216666277
40126,588c51a7,Mugonero,Bihumbe,0.0,2.0,0.0,0.0,3.0,0.0,,0.0,2162.5408,0.0741385072469711,,,,2.0,,1.0,,,5343.7466,Rwanda,2016,a season,maize,,,84.30957,208.33316,0.0,0.0,,,,-2.22187740454862,29.3531616814807,,,nsp,0.03000283613801,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,2697.9063,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,6666.6611,,,,,,,70.0,50.0,,,2016-03-23,2015-09-21,,,,,29.36337866,-2.216666277
40134,2b2d9856,LWE,Rubumba,1.0,0.0,0.0,1.0,3.0,0.0,,0.0,704.82825,0.0494256727397442,,,,1.0,,0.0,,,1741.6659,Rwanda,2016,a season,maize,,,0.0,0.0,0.0,0.0,,,,-2.05317796345784,30.6608932190095,,,nsp,0.0200018901377916,,,,1.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,2023.4301,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,4999.9971,,,,,,,80.0,60.0,,,2016-02-17,2015-12-06,,,,,29.40998268,-2.180645924
40140,ff55c8c5,Mugonero,Bihumbe,0.0,2.0,0.0,1.0,1.0,0.0,,1.0,1851.4385,0.0370692536234856,,,,2.0,,0.0,,,4574.9971,Rwanda,2016,a season,maize,,,53.418552,131.99991,80.937202,199.99988,,,,-2.21099976048854,29.3528336110504,,,nsp,0.015001418069005,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,good,,0.0,,,,,,0.0,1079.1628,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,apply in hole,,2666.6653,,,,,,,63.0,36.0,,,2016-03-24,2015-09-05,,,,,29.36337866,-2.216666277
40141,2a79d5ae,Mugonero,Kinyonzwe,6.0,6.0,2.0,0.0,10.0,10.0,,0.0,1138.1793,0.0494256727397442,,,,1.0,,0.0,,,2812.498,Rwanda,2016,a season,maize,,,42.154804,104.16663,0.0,0.0,,,,-2.28804342987005,29.3604597090977,,,other,0.0200018901377916,,,,0.0,,,,,,,,,,,,,,,,,,1.0,hole,average,,0.0,,,,,,0.0,4046.8601,,,,,,,,,,,,,,,0.0,0.0,,,0.0,apply in hole,,,9999.9941,,,,,,,60.0,50.0,,,2016-04-20,2015-11-13,,,,,29.37320877,-2.275903032
