,unique_id,district,pesticide,year,season,crop,field_latitude,field_longitude,plot_hectares,pest_disease,yield_kg_ph
193,fbbdb7b0,Karongi,0.0,2020,b season,potato,-2.16641569137573,29.3901863098144,0.0200000014156103,0.0,8154.7568
194,3a3b1e3a,Karongi,0.0,2020,b season,potato,-2.18266153335571,29.39235496521,0.025000000372529,0.0,3333.3308
195,fa05897c,Karongi,1.0,2020,b season,potato,-2.18389010429382,29.3941192626953,0.0200000014156103,1.0,10533.326
196,4bd54264,Karongi,0.0,2020,b season,potato,-2.1826696395874,29.3923473358154,0.0300000011920929,0.0,23055.539
197,cdb21c19,Karongi,0.0,2020,b season,potato,-2.18102836608887,29.3846187591553,0.0300000011920929,0.0,4999.9971
198,e2056f9b,Karongi,1.0,2020,b season,potato,-2.22413325309753,29.4692516326904,0.0200000014156103,1.0,2583.3315
199,f30bee17,Kayonza,0.0,2020,b season,potato,-1.80784058570862,30.5774669647217,0.0600000023841858,0.0,16666.654
200,d794a9fb,Kayonza,0.0,2020,b season,potato,-1.80622935295105,30.5758991241455,0.200000002980232,0.0,11666.658
201,2c6165b1,Kayonza,1.0,2020,b season,potato,-1.82770097255707,30.6003665924072,1.5,1.0,8222.2168
202,3950c9b6,Kayonza,1.0,2020,b season,potato,-1.93743824958801,30.5646934509277,0.0600000023841858,1.0,6222.2178
203,1aac1a35,Kayonza,0.0,2020,b season,potato,-1.96412467956543,30.5565528869629,0.0600000023841858,0.0,2583.3315
204,fa2b9b22,Kayonza,0.0,2020,b season,potato,-1.81377184391022,30.489408493042,0.150000005960465,0.0,3333.3308
205,5985445f,Kayonza,0.0,2020,b season,potato,-1.8257691860199,30.4977302551269,0.0800000056624413,0.0,2799.9983
206,b4c74e2d,Kayonza,0.0,2020,b season,potato,-1.82598006725311,30.4976272583008,0.0899999961256981,0.0,11111.103
207,e5cb8280,Kayonza,0.0,2020,b season,potato,-1.80625927448273,30.5040340423584,0.151199996471405,0.0,8611.1055
208,b050de77,Kayonza,0.0,2020,b season,potato,-1.81644535064697,30.476505279541,0.0492999963462353,0.0,27777.758
209,7c5b42ec,Kayonza,0.0,2020,b season,potato,-1.82026588916779,30.4813270568848,0.120000004768372,0.0,7388.8833
210,76acd9fc,Kayonza,1.0,2020,b season,potato,-1.96741080284119,30.5394420623779,0.0640000030398369,1.0,6111.1069
211,91a2c293,Kayonza,0.0,2020,b season,potato,-1.95884680747986,30.5276165008545,0.0600000023841858,0.0,7222.2168
212,6d322411,Kayonza,0.0,2020,b season,potato,-1.9841730594635,30.5359497070312,0.0400000028312206,0.0,1611.11
213,8b005a77,Kayonza,0.0,2020,b season,potato,-1.98882222175598,30.5300216674805,0.0480000004172325,0.0,6666.6616
214,8124c024,Kayonza,0.0,2020,b season,potato,-1.98012697696686,30.5358963012695,0.0200000014156103,0.0,6944.4395
215,43d500aa,Kayonza,0.0,2020,b season,potato,-1.97097611427307,30.5199661254883,0.150000005960465,0.0,6694.4399
216,7a346b6f,Mugonero,0.0,2020,b season,potato,-2.21168613433838,29.3495216369629,0.0500000007450581,0.0,16611.1
217,daefb957,Mugonero,0.0,2020,b season,potato,-2.20801949501038,29.3523483276367,0.0145000005140901,0.0,13333.323
218,eb580753,Mugonero,0.0,2020,b season,potato,-2.21389365196228,29.3504104614258,0.025000000372529,0.0,5779.9966
