,Unnamed: 0,unique_id,district,pesticide,plot_acres,country,year,season,crop,field_latitude,field_longitude,plot_hectares,compost,pest_disease
128,30822,e03bddd2,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.90140788965179,29.3885801041295,0.0200018901377916,1.0,0.0
129,30825,1d464fd7,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.7500810185186,29.3290881435851,0.0200018901377916,1.0,0.0
130,30837,40cd859a,Rutsiro,0.0,0.111207768321037,Rwanda,2016,b season,maize,-1.96282724345099,29.4187515473816,0.0450042560696602,0.0,0.0
131,30845,bf412095,Rutsiro,0.0,0.0741385072469711,Rwanda,2016,b season,maize,-1.78709840718533,29.3084564496917,0.03000283613801,0.0,0.0
132,30854,c9ab4e6d,Rutsiro,0.0,0.0741385072469711,Rwanda,2016,b season,maize,-1.87537589733229,29.3521783588375,0.03000283613801,1.0,0.0
133,30875,ab425a9e,Rutsiro,0.0,0.0247128363698721,Rwanda,2016,b season,maize,-1.87310718525741,29.3587593647449,0.0100009450688958,0.0,0.0
134,30877,21bf7eb7,Rutsiro,0.0,0.0988513454794884,Rwanda,2016,b season,maize,-1.78248670078897,29.3176708696545,0.0400037802755833,1.0,0.0
135,30879,87b2a21b,Rutsiro,0.0,0.160633444786072,Rwanda,2016,b season,maize,-1.96386402667198,29.4210164586256,0.0650061517953873,1.0,0.0
136,30880,154495b7,Rutsiro,0.0,0.0741385072469711,Rwanda,2016,b season,maize,-1.86082361875718,29.3542429473092,0.03000283613801,0.0,0.0
137,30896,41e4746a,Rutsiro,1.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.79462587846799,29.3151357872904,0.0200018901377916,1.0,0.0
138,30902,b0f3ecd4,Rutsiro,0.0,0.0617820918560028,Rwanda,2016,b season,maize,-1.7611063629475,29.3169146853572,0.0250023640692234,0.0,0.0
139,30906,fe9ce3f3,Rutsiro,0.0,0.0370692536234856,Rwanda,2016,b season,maize,-1.75797262421801,29.3676097488294,0.015001418069005,1.0,0.0
140,30954,757c06ef,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.78819411966153,29.3423420972048,0.0200018901377916,0.0,0.0
141,30955,6dd0b3dd,Rutsiro,0.0,0.123564183712006,Rwanda,2016,b season,maize,-1.77214299144372,29.3227911447165,0.0500047281384468,1.0,0.0
142,30969,e289d44d,Rutsiro,0.0,0.0741385072469711,Rwanda,2016,b season,maize,-1.7911285220604,29.3038052785437,0.03000283613801,0.0,0.0
143,30978,f9309832,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.97552847726913,29.442222596915,0.0200018901377916,1.0,0.0
144,30987,78124584,Rutsiro,0.0,0.0617820918560028,Rwanda,2016,b season,maize,-1.7602766161456,29.3199148576188,0.0250023640692234,1.0,0.0
145,30992,1817d873,Rutsiro,0.0,0.0370692536234856,Rwanda,2016,b season,maize,-1.8749314280023,29.3543328963275,0.015001418069005,1.0,0.0
146,30997,b3eba3e3,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.87008810381086,29.3464485813084,0.0200018901377916,1.0,0.0
147,31005,3ac11bf8,Rutsiro,0.0,0.0741385072469711,Rwanda,2016,b season,maize,-1.75688774259356,29.3142286319338,0.03000283613801,0.0,0.0
148,31012,d2c148e0,Bugarama,0.0,0.247128367424011,Rwanda,2016,b season,maize,-2.64186536654857,29.0489363971608,0.100009456276894,0.0,0.0
149,31016,6ccac1d1,Rutsiro,0.0,0.0741385072469711,Rwanda,2016,b season,maize,-1.76565090440873,29.3219158283355,0.03000283613801,1.0,0.0
150,31017,77dc3c7f,Rutsiro,1.0,0.0247128363698721,Rwanda,2016,b season,maize,-1.80393416421008,29.3183557645276,0.0100009450688958,1.0,0.0
151,31026,1993a6a6,Rutsiro,1.0,0.0617820918560028,Rwanda,2016,b season,maize,-1.81472211363727,29.316296209133,0.0250023640692234,1.0,0.0
152,31028,a26d91ac,Nyanza,0.0,0.185346275568008,Rwanda,2016,b season,maize,-2.37397307958482,29.887963535263,0.0750070959329605,1.0,0.0
153,31029,430498d9,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.757591131383,29.3671919824841,0.0200018901377916,1.0,0.0
154,31036,628db432,Rutsiro,0.0,0.0370692536234856,Rwanda,2016,b season,maize,-1.82544715136295,29.3219378207123,0.015001418069005,1.0,0.0
155,31054,19177273,Rutsiro,0.0,0.0988513454794884,Rwanda,2016,b season,maize,-1.76698790138521,29.3220813701089,0.0400037802755833,1.0,0.0
156,31081,e57f242b,Rutsiro,0.0,0.0247128363698721,Rwanda,2016,b season,maize,-1.86929590121722,29.3419987220382,0.0100009450688958,1.0,0.0
157,31120,e71390aa,Rutsiro,0.0,0.148277014493942,Rwanda,2016,b season,maize,-1.74752368016034,29.3085260264645,0.0600056722760201,1.0,0.0
158,31132,95e2790c,Rutsiro,0.0,0.0247128363698721,Rwanda,2016,b season,maize,-1.90653486021282,29.3907091865626,0.0100009450688958,1.0,1.0
